canonical,name,uei,recipient_id,code,amount_fy,ticker
SALIENT -SGIS,SALIENT FEDERAL-SGIS INC,XSYKRJ8LK9B6,8df071b7-371e-02b5-a31f-f3db8129ec91-C,112693358,36707207.59,
SOCIAL SCIENTIFIC,"SOCIAL & SCIENTIFIC SYSTEMS, INC.",XKMBEM2BTLK3,acbe3b77-7c58-03b9-656c-abca516ec4e3-C,091340943,36699100.60,
SONALYSTS,SONALYSTS INC,WYFZJPX5J537,03397dc3-2f44-2913-d25e-0aad8387886f-C,077317766,36691976.44,
QBASE,"QBASE, LLC",LENYC8LBF2B7,6f04ece4-7912-04e0-9881-50a4bc17fba7-C,621130959,36607159.51,
CIVITASDX,CIVITASDX LLC,FPJ9KNDMM4W4,e99b6217-6d70-b465-5969-31b71b53eea9-C,073442413,36568281.17,
AERO SIMULATION,"AERO SIMULATION, INC.",GKQLCAPM47Y5,f9e2d2bb-840a-9a2f-5c67-f7e2a0258557-C,152869871,36455815.42,
CONCEPT PLUS,"CONCEPT PLUS, LLC",GL3LT4MQCMK7,096d5530-645b-34c8-88a4-d6ad617552e3-C,828934062,36424268.45,
SCIENCE TECHNOLOGY,SCIENCE & TECHNOLOGY CORPORATION,TUHBZQDC4XW8,ae479c65-476c-754e-aad9-af12367a8790-C,019066810,36399986.97,
CURTISS-WRIGHT,"CURTISS-WRIGHT DS, INC.",JKWWHMLK9AM6,cf8035e0-8c4e-8124-af4c-538437864569-C,612074369,36295863.07,CW
BIXAL,BIXAL SOLUTIONS INCORPORATED,J7FUYPW933N6,1a9c50fa-fae3-8e57-b010-899127fd1649-C,100128086,36268354.02,
WS AUDIOLOGY,"WS AUDIOLOGY USA, INC",YNP8WCQJWKG3,ac463ac8-148f-7f9e-64c2-b8a477f8b8d5-C,157412271,36234593.96,
R CUBED ENGINEERING,R CUBED ENGINEERING LLC,YAM9E6G1AHE5,87db603d-f602-56e8-a45d-bc6c4a685aeb-C,828467345,36178769.31,
MORSECORP,"MORSECORP, INC",UVRXZ4EASJ93,1e3dea21-8e50-7745-cf08-edb45d5c4833-C,079575595,36163467.52,
HILL ASC,"HILL ASC, INC.",WZQLU4NKVHV7,256e72b1-5ef7-0248-da8c-3603f9b0248d-C,793655270,36144589.12,
JAVA PRODUCTIONS,"JAVA PRODUCTIONS, INC.",H7P7MNLLPCA3,7b82a0c1-493c-c507-1700-e70ca9e3cda7-C,143692858,36124590.45,
APPLIED ENTERPRISE MANAGEMENT,APPLIED ENTERPRISE MANAGEMENT CORPORATION,LJSWW81RS9G7,1eed1917-0c11-0535-ba27-30422c4df986-C,076856074,36067034.62,
NEW GENERATION SOLUTION,NEW GENERATION SOLUTION LLC,GEK4YKRHKD95,b4a33e42-01d8-77a8-3fa1-0e4a9fe806f2-C,080319012,36055862.27,
CLINICOMP,CLINICOMP INTERNATIONAL INC,HLB6JKEB2369,ce769182-7e67-b8c3-9039-0690b97b5573-C,113412019,36048549.61,
TIBER CREEK CONSULTING,TIBER CREEK CONSULTING INC,EWLGWLZX6H41,04784286-3e6a-244e-7f54-4bb235ff510d-C,138982710,36031255.60,
WESTON,WESTON SOLUTIONS INC,Z4XGALW7L9K6,ed87cc13-6006-a345-af34-144da0c3fa4c-C,044519429,35908579.82,
HIGHRISE CONSULTING,HIGHRISE CONSULTING INC,NTHHMWJJJ7N8,dcdc8a24-79f5-f0a5-a8b8-11322d297211-C,790051457,35858835.42,
RESEARCH MANAGEMENT CONSULTANTS,RESEARCH MANAGEMENT CONSULTANTS INC,LREZCR4GTFM5,13ea41b8-1c06-b6ec-8623-47806a121a80-C,788349603,35820262.95,
CHUGACH TECHNICAL,CHUGACH TECHNICAL SOLUTIONS LLC,LG4AXJ2HMHN3,9b406649-9b1a-1c70-c72a-de5d9fb6f986-C,080367978,35815041.33,
CHANGEIS,"CHANGEIS, INC.",EBUKVBEHZJD3,b4ce35c7-5e2a-02c0-c2c3-b29284097299-C,831851113,35711972.82,
DISTRIBUTED TECHNOLOGY,DISTRIBUTED TECHNOLOGY GROUP LLC,ZK6MUHQC6DE4,ce3f9e01-961e-06a0-262c-00c1a57ece26-C,833202059,35373624.32,
ARMORWORKS ENTERPRISES,ARMORWORKS ENTERPRISES INC,L47CB2LW3JC8,22f3fe33-fc06-bd42-125e-59d657eb3359-C,961353422,35264982.80,
ALLIANT,GLOBAL ALLIANT INC,CZHJH7ETL7D5,8edb3cbb-153f-8a38-5c71-a0773fe81c58-C,034473860,35262239.30,
SLALOM,"SLALOM, INC.",D975PL76FFK7,79c13b7b-992a-0b88-7a3b-8704789eb98a-C,809165145,35193617.01,
EASY DYNAMICS,EASY DYNAMICS CORPORATION,T2GJTLGN2NP3,dee4f320-b072-3bab-59ed-3a72314d10b3-C,805890832,35150054.27,
ADG-REI TECHNOLOGY VENTURES,"ADG-REI TECHNOLOGY VENTURES, LLC",TBZ1HZTCBKL5,2a82c348-0381-284f-d6e3-4500537abaa6-C,078314225,35117489.42,
TRIPOINT,"TRIPOINT SOLUTIONS, LLC",Q3NHPNH2BKZ5,8fdba303-3340-7540-89e7-1bcab17972bc-C,078768126,35085113.40,
OCEANIT LABORATORIES,OCEANIT LABORATORIES INC,S6X8FST9JAM7,c63b40b6-eb7f-aa28-cd29-64ad36c9fb09-C,144540283,35080371.42,
UNITED LAUNCH ALLIANCE L L C,"UNITED LAUNCH ALLIANCE, L.L.C",MRQAVEBRXED5,fd80c8f6-cd8b-4631-8094-8f193d61d43b-C,601307601,34977529.00,
CHINOOK,CHINOOK SYSTEMS INC,YYGATTQM9KD1,590542e0-177f-2b4c-2e1a-2e075c79a1af-C,118946321,34907549.19,
ENSCO,ENSCO INC,DP3FAQE2UGT3,f518172a-b392-444f-1702-9e544b040284-C,122314651,34824618.69,
CENTERPOINT,CENTERPOINT LLC,HSKBZDAKYH87,c498ba8f-66e9-94c9-9cad-3b4f93e640ff-C,079345699,34784888.22,
AUTOMOTIVE,"GLOBAL AUTOMOTIVE, INC.",K74VFQ96PKR3,1cec9e93-9ee3-fac7-5277-5835c696a7d2-C,962896028,34697633.16,
SUMMIT,"SUMMIT TECHNOLOGIES, INC.",GQATLH2VY9K3,0fd39db6-41be-15d8-79e1-cfdceca5f532-C,942852021,34642938.70,
INCENTIVE TECHNOLOGY,INCENTIVE TECHNOLOGY GROUP LLC,CGTWKQ7DSVD7,ba54128b-d307-1a1b-8efb-7fd3c35ec697-C,005749337,34584336.51,
DINE' SOURCE,"DINE' SOURCE, LLC",RNJEG6TBZM41,d928e18d-2510-2aa8-4b8c-4beda7f93ff5-C,080317140,34541115.87,
HENRY M JACKSON FOUNDATION FOR THE ADVANCEMENT OF MILITARY MEDICINE,"THE HENRY M. JACKSON FOUNDATION FOR THE ADVANCEMENT OF MILITARY MEDICINE, INC.",UYLKBRENAPG5,3e4caa6c-ea4b-e402-0001-860fad11861b-C,144676566,34477241.47,
ARGON ST,"ARGON ST, INC.",GFLRXRHACMM9,ad6fbadc-dd82-ab98-07fb-aeca67a38325-C,058600123,34372227.13,
MANHATTAN STRATEGY,THE MANHATTAN STRATEGY GROUP LLC,FZY1AQAZ25D7,4849d0d1-8e80-6b44-950b-c586dd725c40-C,175967731,34359057.97,
ATKINSREALIS,ATKINSREALIS USA INC,M9WDC4KT38X4,99609cf5-858b-285c-f7ca-42ffcc394d30-C,050439223,34318680.40,
FORS MARSH,FORS MARSH GROUP LLC,CSPNRK2TA2X3,9fc60084-0841-d30d-d513-79bcde62e106-C,129842667,34147281.24,
KATMAI INTEGRATED,"KATMAI INTEGRATED SOLUTIONS, LLC",GHLJX6LSQET8,150e249b-6339-13eb-ed99-e39d7b48fe5a-C,966206778,34123250.09,
BELLESE,"BELLESE TECHNOLOGIES, LLC",HXBBEPUC48F5,df6196f0-e8fc-9d42-89ba-805d988d5b55-C,829761720,34011434.01,
ROHDE SCHWARZ,"ROHDE & SCHWARZ USA, INC.",F4FLM3NP2N46,088e65c2-2b0e-9b5c-d6fd-207142152cda-C,095609798,33969736.55,
CHICKASAW BUSINESS,"CHICKASAW BUSINESS SOLUTIONS, LLC",MLZUA1ANB399,ee1ef078-a251-0f7c-bcd5-73081c0ce89e-C,116917843,33952789.95,
STRONGBRIDGE,STRONGBRIDGE LLC,VKA1W2FUES66,0d0f7bc6-a84a-a65e-0b90-97e6ac092552-C,167978787,33939967.33,
CIVIL-MILITARY INNOVATION INSTITUTE,CIVIL-MILITARY INNOVATION INSTITUTE INC,USC7LWU1AN87,642c22cf-9a0d-162b-a83f-4160f63a9978-C,079388590,33933354.34,
ACCESSAGILITY,ACCESSAGILITY LLC,HMXCQJ8ADNL7,63d967d4-ec3e-daa9-b729-952a80c05eb5-C,809979805,33847773.88,
DEFENSE UNICORNS,"DEFENSE UNICORNS, INC.",VVNBQBAWMBG8,a86642b7-3278-7114-7aeb-c3ce57a8f7b5-C,117815108,33828460.84,
FREQUENTIS,"FREQUENTIS USA, INC",P35CUAWMBQ19,18631843-bc06-8595-d577-8bae98c7e6c4-C,080706851,33807465.98,
INTEGRATED SURVEILLANCE AND DEFENSE,"INTEGRATED SURVEILLANCE AND DEFENSE, INC.",NUJJSCLKEF63,f6d74278-4630-e0c4-8d68-693d00ea6f00-C,078380976,33800553.47,
OURARING,OURARING INC,CCXLM8QWZMJ8,b1d44610-a53a-9aa4-b7ae-7bcab97697c9-C,081094249,33718575.04,
CSRA,CSRA LLC,VSFCW25ZAE49,5b3244ce-103f-63ce-4552-7ec947c6dedc-C,079735371,33705701.19,
RIVERSIDE TECHNOLOGY,RIVERSIDE TECHNOLOGY INC,G5ESF5W4P7C6,3f7e7c27-ca15-d674-2cc8-79fc1346e156-C,139725865,33626226.45,
AKTARIUS,AKTARIUS LLC,ZE98MPEDJD37,ba590dfa-bdf2-7b98-1882-4d4581cc403f-C,833102283,33527532.67,
ADAMS COMMUNICATION ENGINEERING TECHNOLOGY,"ADAMS COMMUNICATION & ENGINEERING TECHNOLOGY, INC.",ZKLQH4M1NU77,e7361f92-7856-248c-2133-da12d7c21591-C,008046331,33496788.14,
REGENTS OF THE UNIVERSITY OF MICHIGAN,REGENTS OF THE UNIVERSITY OF MICHIGAN,GNJ7BBP73WE9,1567efcf-bcdb-61b9-72f2-70cbed5fa626-C,073133571,33484496.95,
SCIENTIFIC APPLICATIONS RESEARCH ASSOCIATES,"SCIENTIFIC APPLICATIONS & RESEARCH ASSOCIATES, INC.",MXT5BGZX32S3,479ebe12-0b68-d76c-fb38-afefe7118f66-C,614108918,33442435.99,
SIGNIFICANCE,SIGNIFICANCE INC,G3MDK3Z5GHH7,6320a8c6-1e7e-6884-53cd-c343aafa1bb8-C,079708455,33312236.39,
BOWHEAD ENTERPRISE SCIENCE AND TECHNOLOGY,"BOWHEAD ENTERPRISE, SCIENCE AND TECHNOLOGY, LLC",M5LUG7KAKEJ4,8fd61cd3-b1e8-ad4a-9eef-6880a1bb93a7-C,080840454,33288309.27,
RESILIENCE GOVERNMENT,"RESILIENCE GOVERNMENT SERVICES, INC.",GC2RFAZK8G64,4297947a-7bb2-f583-67c0-0f1a3e765cb4-C,073438462,33181079.99,
UNCOMN,UNCOMN LLC,NPAJNNWFQ8J5,70f9230a-650e-9e3a-f091-5cbb10272920-C,963900928,33176536.35,
AGE,AGE SOLUTIONS LLC,JA6DRAGJ4JJ1,79852dcf-d997-12d3-e462-ee407e72de8a-C,117926813,33159038.42,
IT SALES,IT FEDERAL SALES LLC,PBNMTGRC4LE8,eee98a6e-daff-a87e-ff7f-a3ba6376f9cf-C,602742137,33141069.69,
ASTRION,"ASTRION GROUP, LLC",JFFMS6D9JNC6,fb0538c5-199f-69f8-9e3c-d40c49d6d6ce-C,095673521,33053508.18,
COMPETITIVE RANGE,COMPETITIVE RANGE SOLUTIONS LLC,RM9GACFMSLG7,ae48a311-2f28-79ef-5d3b-b36761ce23b3-C,969949564,33046373.30,
ROSEMOUNT AEROSPACE,ROSEMOUNT AEROSPACE INC,MYLBMN8EH9K9,2fdaeaa9-e2c2-2b21-562f-2786d6e0a0c8-C,804817070,33022750.47,
OBXTEK,OBXTEK INC,SFBZYVFXLK13,114c9d73-3e01-c62f-f99b-e9582cab4385-C,830341645,33004802.84,
HUDSON,HUDSON TECHNOLOGIES COMPANY,H1K6JDP3K2K8,8cf26202-2626-e93b-510c-8019d3715f89-C,079829886,32994415.64,
START2,"START2 GROUP, INC.",M46QW429YA63,3b5d713c-e6a8-c610-3cc7-0e303bfac386-C,,32864209.00,
CYBERSTAR,CYBERSTAR LLC,L9CRNSMZHRF5,35b7ee10-e0ad-acc6-d3bb-d103bdea1df2-C,117463816,32757004.97,
VENTERA,VENTERA LLC,SJ85D6W4BDQ4,19e83b4b-e75f-9cfe-a698-1fbfa57078d6-C,030290337,32728814.80,
LANTERIS SPACE,LANTERIS SPACE LLC,T6LZES9CRKC5,95dd1a2e-3014-8349-70d8-933b7e8cd43e-C,002279123,32722005.10,
SEATTLE CHILDREN'S HOSPITAL,SEATTLE CHILDREN'S HOSPITAL,SZ32VTCXM799,e050350a-3939-bf65-9585-238517e3ab1f-C,048682157,32650891.43,
D G SUPPORT,D&G SUPPORT SERVICES LLC,C28JCZBFRRX5,34954136-cc18-6da8-eca8-89af5ee6b5de-C,786553268,32645270.78,
M1 SUPPORT L P,"M1 SUPPORT SERVICES, L.P.",PNAFHATW8BD7,f4832a42-513d-107f-4852-9539b2c518e1-C,138059063,32642378.74,
PECKHAM VOCATIONAL INDUSTRIES,"PECKHAM VOCATIONAL INDUSTRIES, INC.",FKJWA9VNRNC9,cbe9543d-390f-e03c-9e0d-06bd0b86b9e6-C,008236200,32562918.99,
JEFFERSON CONSULTING,JEFFERSON CONSULTING GROUP LLC,PS8NEAKW1MM4,e8954513-b9b9-b192-442b-201a06feedc4-C,059493648,32536610.41,
WOODWARD HRT,WOODWARD HRT INC,HVVKL7253CK3,7aa85776-5212-16db-493d-98df26b69f1c-C,008513152,32535579.32,
RAPISCAN,RAPISCAN SYSTEMS INC,UCDDUN6A6S17,d5371ba1-ba5d-6149-c741-ed24e68da514-C,802315069,32444860.84,
AGILENT,AGILENT TECHNOLOGIES INC,SD9JZ9S7MEA6,3b7c33cb-1410-1afe-4cdf-a4176221b83f-C,195823570,32441002.01,
VARIAN MEDICAL,"VARIAN MEDICAL SYSTEMS, INC",PHMMJPNSNZV5,4d08c983-54ee-c957-54b2-65e0bb397aba-C,009120817,32431253.91,
CYKOR,CYKOR LLC,J4BPM3UKM674,9c203437-f6f9-755e-c3b7-9633763388ad-C,080415889,32428128.11,
SYSTEM STUDIES SIMULATION,"SYSTEM STUDIES & SIMULATION, INC.",Z5G7R7QDAYD9,56a51cdc-ecca-3f03-a996-4e98d8015403-C,799331392,32420548.25,
HORIZON INDUSTRIES,"HORIZON INDUSTRIES, LIMITED",TP8ZGDNC1M94,ddd53dd5-4485-63e6-9cf9-a18b47d38ac8-C,965557507,32396316.36,
SEED INNOVATIONS,"SEED INNOVATIONS, LLC",XLUHULEBPHK5,37e49a6d-3dd8-3c5e-4899-ea39ada30c19-C,078869314,32387992.38,
ALTAMIRA,ALTAMIRA TECHNOLOGIES CORP,CAS6LL2969P4,453e890e-c820-356c-9f61-fa5e6361891b-C,051183315,32336883.11,
AXON ENTERPRISE,"AXON ENTERPRISE, INC.",TBW7MGPYURM7,25ad37ff-89d4-1dd3-1291-f2d104af07aa-C,832176382,32290438.84,
NUVITEK,NUVITEK LLC,NYUCLC7Y8AG1,847e4139-2b2d-4446-ae00-56f2153282ba-C,004794429,32282508.94,
FUSION TECHNOLOGY,FUSION TECHNOLOGY LLC,RJKNVKRFXPA8,9c1c8e90-1b2f-4f83-a3ba-03371c745494-C,792051950,32267741.11,
SHIPCOM,SHIPCOM FEDERAL SOLUTIONS LLC,TM8MKSFK82N5,a67f8fe1-cd90-4555-2287-47c53f8e1a2b-C,116626154,32261194.06,
POLE/ZERO,POLE/ZERO LLC,EF4RMKJ8ZWA5,c46e728d-e065-9884-0db4-9efdd96ab376-C,783015415,32128908.00,
CERUS,CERUS CORPORATION,KJJQRRLY2FL5,53ae94ef-a01e-284d-5bb2-7a3eb703d600-C,858999485,32121520.95,
MICHAEL STAPLETON ASSOCIATES,"MICHAEL STAPLETON ASSOCIATES, LTD.",NME7GCMWT297,d871f267-14c7-a935-3cdd-c751333c1958-C,609152475,32079410.51,
KCI-ACUITY,"KCI-ACUITY, LLC",C5C8XHL7ZCY5,53c1fbf1-e955-b66f-361b-12cc00654787-C,079901610,32023905.98,
TRX,"TRX SYSTEMS, INC.",ZFC8EAVYL8W2,6bd54447-2c3b-cb74-a2dc-29ea75160885-C,362884335,32019552.47,
APTIMA,APTIMA INC,K1GCPNNZKEN7,9658b6c7-6f03-7e98-ab61-e45258d81185-C,967259946,32010741.05,
HARMONIA,"HARMONIA HOLDINGS GROUP, LLC",SJHANNQ8XZT6,3efc0304-79be-72ec-f656-639a817d575d-C,556397615,31977280.76,
T AND T CONSULTING,T AND T CONSULTING SERVICES INC.,SMG1HZHVGEU8,0dd717db-f811-c6a2-7ea0-8231c7930f16-C,780148248,31938880.02,
STELLAR INNOVATIONS,STELLAR INNOVATIONS & SOLUTIONS INC.,F3H1A4S2W2J1,51041cc5-cac8-e652-9bf9-d06feae15eb6-C,005629210,31864229.28,
PHOENIX OVERSIGHT,PHOENIX OVERSIGHT GROUP LLC,CB44G6CL51E6,5556ba7b-de33-66da-70a9-cc719897eb39-C,092819977,31832810.36,
SUNTIVA,SUNTIVA LLC,L61FBMJQ36A3,5709e59c-27b9-ea64-fc6b-8d528f6df524-C,167032239,31771014.74,
TRITON,"TRITON SYSTEMS, INC.",DA91DUWSMSQ7,0109d8ea-0069-1cb2-d72d-bc372862a219-C,796010411,31770860.97,
VETERAN TECHNOLOGY PARTNERS,VETERAN TECHNOLOGY PARTNERS LLC,KDLED2J72983,2500a176-bc12-7ef5-89d2-d8696f6ba01c-C,080391614,31713559.11,
ARCTOS TECHNOLOGY,"ARCTOS TECHNOLOGY SOLUTIONS, LLC",HX4BQCW632M9,b8850f4e-012b-fe07-135e-5a49250e9653-C,004475216,31619361.91,
METROSTAR,"METROSTAR SYSTEMS, LLC",GFHQVAFQJ1B5,53170587-a238-b5ed-a037-7c8a99e1b8bb-C,125313051,31501931.04,
WAKE FOREST UNIVERSITY HEALTH SCIENCES,WAKE FOREST UNIVERSITY HEALTH SCIENCES,SN7KD2UK7GC5,623a4232-bd5e-fb60-cf01-48cd08a5a593-C,937727907,31462335.04,
TECHNOLOGY PROVIDER,"TECHNOLOGY SOLUTIONS PROVIDER, LLC",DXUYQDBKRLJ9,b1e4a713-2791-33fc-40a8-30c417ea03cc-C,104603696,31374034.20,
NETWORK MANAGEMENT RESOURCES,NETWORK MANAGEMENT RESOURCES INC.,ZAG3K25C4KU7,ecc5c76d-c31c-0321-ede6-3f7c3c001bba-C,013893636,31294429.68,
DEXIS INTERACTIVE,DEXIS INTERACTIVE LLC,WP6GRMDKNCB1,f3ebcca7-3a4d-4094-2077-ba8d5245f787-C,144344947,31281614.25,
KAMPI COMPONENTS,KAMPI COMPONENTS CO INC,XX2WFHJEFB45,9a6c669e-e695-7865-3325-57e8c87590ee-C,122679228,31260412.72,
SPACE GROUND SYSTEM,"SPACE GROUND SYSTEM SOLUTIONS, INC.",H3RFVAELHB73,0cf79b93-1918-a110-6bb3-505feaa1a5ee-C,161706866,31136968.65,
VAISALA,VAISALA INC.,FCMPZKYCYKH5,a75d6dbf-c94d-a465-47ee-2c12633b15e9-C,045593308,31114477.99,
DISTRIBUTED COMPUTING SYSTEM PROVIDER,"DISTRIBUTED COMPUTING SYSTEM SOLUTIONS PROVIDER, INC",VLLKTRK4ANF3,bb1e49ea-e1a3-8805-d5f1-bb76d15494cf-C,014456987,31101223.03,
PTSI MANAGED,PTSI MANAGED SERVICES INC,V6HHNX7LE717,1b34c273-b52d-9dd4-5c61-1098530dd984-C,078723878,31085421.15,
ALUTIIQ INFORMATION MANAGEMENT,"ALUTIIQ INFORMATION MANAGEMENT, LLC",NEQUZGMGAKJ7,5e7a6550-0b57-95a7-cdd1-a888d463c2ce-C,079377319,31071588.23,
G2 OPS,"G2 OPS, INC.",N5MDKHXE6ZJ8,a27eb3ad-7796-b588-3800-ab70a55f784a-C,199478988,30976298.42,
ROBERTSON FUEL L L C,"ROBERTSON FUEL SYSTEMS, L.L.C.",G4M3KUF95AL3,83d079e1-be80-26c7-4e39-880b7bab6c1e-C,084465368,30925729.46,
BESHENICH MUIR ASSOCIATES,"BESHENICH MUIR & ASSOCIATES, LLC",R5U4EB2KFB89,7c6213ed-2530-36f6-3997-82523fda34dd-C,828579644,30898808.28,
GEOTAB,GEOTAB USA INC,RP81GVFEL4H3,f2cd7b2f-94f1-05aa-96e3-a0536dd98a29-C,080123260,30892591.38,
ADVANCIA AERONAUTICS,"ADVANCIA AERONAUTICS, LLC",N11PKHJ1VTF5,e12c2d78-ff7e-5c10-b43e-43c05b5521c9-C,792283272,30853573.46,
COGGINS,COGGINS INTERNATIONAL CORP,GKJMBMGNG733,d0d22652-72eb-37f4-aedd-7cb57ecd6137-C,830153586,30765665.03,
EPOCH CONCEPTS,EPOCH CONCEPTS LLC,LQ48B9A9QJC8,6ccfb9d5-dd4f-190c-ed55-a4be3fbef4e3-C,788781180,30753295.85,
DZYNE,"DZYNE TECHNOLOGIES, LLC",H5CDSXZGE983,71908073-5b98-4fb4-0a77-b5e04ad6953f-C,078504477,30732500.89,
NUAXIS,NUAXIS LLC,HJP8JPSEC2G4,70a6f95a-f4b2-900a-5139-f371a6ea68e3-C,130477032,30645595.66,
UNIVERSITY OF SOUTHERN CALIFORNIA,UNIVERSITY OF SOUTHERN CALIFORNIA,G88KLJR3KYT5,56e7333e-38ec-5402-80b8-4d50309afb4c-C,072933393,30611488.41,
TETRA TECH,"TETRA TECH, INC.",E3QKBMJ7H9K7,1c450490-33c6-039d-7df4-5376a232aefd-C,080106449,30607167.28,
DIGITAL INFUZION,"DIGITAL INFUZION, LLC",RVPLTBKK5287,8ffc273d-0c9c-a4b8-666d-273ff5e04efa-C,100350748,30528281.40,
MA,"MA FEDERAL, INC.",L7MZK1KZZ162,2c8b0d33-7c35-0513-cd8e-c3696b8f6463-C,942408766,30396409.45,
MICROWAVE POWER PRODUCTS,"MICROWAVE POWER PRODUCTS, INC.",K8AUW2NDQQU6,6a2c3983-8b63-4674-c82e-5cb1d1f8c694-C,021885447,30373958.17,
TOTAL COMPUTER,"TOTAL COMPUTER SOLUTIONS, INC.",ZFMCERBNCV61,4eb30420-2a66-dd3e-3bfe-b370f43f4d5d-C,613342161,30361444.72,
CAYUSE,"CAYUSE TECHNOLOGIES, LLC",YQ31ZQKNGLH6,9d8a92e2-644a-3eac-3a8c-5aae7ec5e4e5-C,788661309,30281189.56,
CHENEGA PROFESSIONAL TECHNICAL,CHENEGA PROFESSIONAL & TECHNICAL SERVICES LLC,ECMESLV5KNB1,28cc190a-e692-af79-c25c-ca304c4be21f-C,079289520,30270443.39,
VANA,VANA SOLUTIONS LLC,CHP1TFGNBS16,dd6a38da-ee99-c80f-8e27-0351b49ad843-C,189437366,30133746.86,
ASTRONICS TEST,ASTRONICS TEST SYSTEMS INC,LZJCLFKDYJJ3,fbb580ae-89ac-7453-8bee-852230825286-C,807617030,30131757.72,
AKUMEN,"AKUMEN, INC.",L48BN4Z53L27,173c379d-abf0-6504-d72b-a1396e436fa9-C,834055626,30074979.14,
MCKINSEY WASHINGTON D C,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",N6JZARL64EW5,186d18dd-1647-7baa-ec59-3788f853562d-C,825229318,30069690.30,
OXFORD GOVERNMENT CONSULTING,"OXFORD GOVERNMENT CONSULTING, LLC",FGD3HLN2YG31,8e2239c0-845b-98ee-8d23-df974d844cef-C,830833641,30064605.95,
RIVET OPERATIONS,RIVET OPERATIONS COMPANY LLC,KYP9UPNMQL67,96c42ef8-f8bd-b908-04b4-83b8c7197f33-C,080580768,30014972.98,
FISICA APPLIED,"FISICA APPLIED TECHNOLOGIES, INC.",GXRFARNF7PN3,112093a2-a5ed-ab23-a8e0-9daf3a54e89d-C,018348057,29955653.28,
CELLCO PARTNERSHIP,CELLCO PARTNERSHIP,CK77N4SCAJD3,f02045e8-ef98-57c5-2968-cd9f60dbc24a-C,968904698,29949997.76,
PRATT MILLER ENGINEERING FABRICATION,"PRATT & MILLER ENGINEERING & FABRICATION, LLC",Y1ZSV1VTQH88,7b5e0827-5517-2479-1cb0-4b7718a449fe-C,618628762,29923209.22,
MIDTOWN PERSONNEL,MIDTOWN PERSONNEL INC.,GVDLKJJCLMC4,e76872a2-6ec6-ddbb-9493-a5981d140b87-C,793586405,29862142.59,
4M HR LOGISTICS,4M HR LOGISTICS LLC,E336AHRC4LN3,a064c583-802f-71ad-3165-4aa0eba52ac3-C,967707162,29854115.38,
WALTER R MCDONALD ASSOCIATES,"WALTER R MCDONALD & ASSOCIATES, INC.",EBPYG6SDG7U4,64210bd5-aed3-3d25-1cb4-1d52b8a89dbd-C,152149191,29819286.16,
A-TEK,"A-TEK, INC.",HCCFTD1R3UL3,c2c1f451-73ec-3014-acb8-a8cbbd380dd3-C,838829794,29725255.46,
GALOIS,"GALOIS, INC.",MKT6C6U2BRM4,740d091d-3577-5abb-5af7-22f777673ee2-C,098009918,29702315.07,
VERTEX AEROSPACE,VERTEX AEROSPACE LLC,NVC1EFKKYB93,fb63ba18-02ee-d557-7366-681926c60e0d-C,091441089,29651945.62,
D7,"D7, LLC",MKDBBAKLTE96,25d54869-1706-bf85-94d1-3d05ad90200d-C,080153834,29642309.26,
POTOMACWAVE,"POTOMACWAVE, INC.",S5ZCFWYN4KK3,59364d42-aba0-64da-0d8e-d478059151e3-C,809019180,29589348.55,
ERNST YOUNG,ERNST & YOUNG LLP,Q3DSBK6EC715,a21e3dcb-8253-4a66-e5bf-48bec9bbbd74-C,095347159,29560394.98,
SOURCE ONE SPARES,SOURCE ONE SPARES LLC,RTP4E5UBJ3B7,9ecc90a7-5660-f454-a61d-d8380f1f5393-C,080061343,29392883.12,
ACG,"ACG SYSTEMS, INC.",FKFZBQRZF1G3,b8118002-5eab-db4d-cc06-ddc997401717-C,926011032,29143422.43,
TRUST CONSULTING,TRUST CONSULTING SERVICES INC.,RCAAJWT92AF6,678ea18d-d871-d5fb-b74b-ab3da00a98f7-C,080006462,29037391.33,
FEDPOINT,FEDPOINT SYSTEMS LLC,K9GQFNDH8Z15,dff6014c-9b12-700f-3a7c-33f05e6d30c9-C,078355846,29028453.67,
GRANT LEADING TECHNOLOGY,GRANT LEADING TECHNOLOGY LLC,ZJRHEH9T96E9,01087c46-2e8a-bc77-2f4d-608972dfc836-C,079257708,29005039.67,
IDEAL INNOVATIONS,IDEAL INNOVATIONS INCORPORATED,N43ZLV9NUHK5,48b3beb5-95d9-24fc-e9ed-2ec1d14c26f4-C,047665075,28921931.77,
AZIMUTH,AZIMUTH CORPORATION,LBFEJA6NEYJ5,88fe8a55-1558-7046-f87a-8d2027e8928e-C,030352822,28773921.20,
MINATOISHI PALUMBO ARCHITECTS,"MINATOISHI PALUMBO ARCHITECTS, INC.",HHCJTRGP3363,5f744c64-3ab3-4654-49d9-2d2453f1ae09-C,826390325,28712215.79,
CLIENT FIRST,"CLIENT FIRST TECHNOLOGIES, INC",FLG4E9KX6Z86,5b6e9e3a-4a48-f202-40ac-b6424389da5f-C,081242531,28642936.32,
JO-KELL,JO-KELL INC.,KNEFNMWXBK39,ab3249bd-2af9-f474-905d-1e83474fadb9-C,084142785,28494072.35,
DATA NETWORKS,"DATA NETWORKS, INC.",GNXNRGLSNML9,bcfb1089-768f-7e1d-5566-08e9f6002158-C,199748674,28455102.52,
